Level,TOL 2025,Title_fi,Title_en,Title_sv,Category
4,2841,Metallin työstökoneiden ja metallin työstöön tarkoitettujen konetyökalujen valmistus,Manufacturing of metal working machines and machine tools intended for metal working,Tillverkning av metallbearbetningsmaskiner och verktygsmaskiner avsedda för metallbearbetning,C
5,28410,Metallin työstökoneiden ja metallin työstöön tarkoitettujen konetyökalujen valmistus,Manufacturing of metal working machines and machine tools intended for metal working,Tillverkning av metallbearbetningsmaskiner och verktygsmaskiner avsedda för metallbearbetning,C
4,2842,Muu konetyökalujen valmistus,Other machine tool manufacturing,Annan verktygsmaskintillverkning,C
5,28420,Muu konetyökalujen valmistus,Other machine tool manufacturing,Annan verktygsmaskintillverkning,C
3,289,Muu erikoiskoneiden valmistus,Other special machinery manufacturing,Övrig specialmaskintillverkning,C
4,2891,Metallinjalostuskoneiden valmistus,Manufacturing of metal processing machines,Tillverkning av metallbearbetningsmaskiner,C
5,28910,Metallinjalostuskoneiden valmistus,Manufacturing of metal processing machines,Tillverkning av metallbearbetningsmaskiner,C
4,2892,"Kaivos-, louhinta- ja rakennuskoneiden valmistus","Manufacturing of mining, quarrying and construction machinery","Tillverkning av gruv-, stenbrytnings- och anläggningsmaskiner",C
5,28920,"Kaivos-, louhinta- ja rakennuskoneiden valmistus","Manufacturing of mining, quarrying and construction machinery","Tillverkning av gruv-, stenbrytnings- och anläggningsmaskiner",C
4,2893,"Elintarvike-, juoma- ja tupakkateollisuuden koneiden valmistus","Manufacture of machines for the food, beverage and tobacco industries","Tillverkning av maskiner för livsmedels-, dryckes- och tobaksindustrin",C
5,28930,"Elintarvike-, juoma- ja tupakkateollisuuden koneiden valmistus","Manufacture of machines for the food, beverage and tobacco industries","Tillverkning av maskiner för livsmedels-, dryckes- och tobaksindustrin",C
4,2894,"Tekstiili-, vaate- ja nahkateollisuuden koneiden valmistus","Manufacture of machines for the textile, clothing and leather industries","Tillverkning av maskiner för textil-, konfektions- och läderindustrin",C
5,28940,"Tekstiili-, vaate- ja nahkateollisuuden koneiden valmistus","Manufacture of machines for the textile, clothing and leather industries","Tillverkning av maskiner för textil-, konfektions- och läderindustrin",C
4,2895,"Paperi-, kartonki- ja pahviteollisuuden koneiden valmistus","Manufacture of machines for the paper, cardboard and cardboard industry","Tillverkning av maskiner för pappers-, kartong- och kartongindustrin",C
5,28950,"Paperi-, kartonki- ja pahviteollisuuden koneiden valmistus","Manufacture of machines for the paper, cardboard and cardboard industry","Tillverkning av maskiner för pappers-, kartong- och kartongindustrin",C
4,2896,Muovi- ja kumiteollisuuden koneiden valmistus,Manufacture of machines for the plastic and rubber industry,Tillverkning av maskiner för plast- och gummiindustrin,C
5,28960,Muovi- ja kumiteollisuuden koneiden valmistus,Manufacture of machines for the plastic and rubber industry,Tillverkning av maskiner för plast- och gummiindustrin,C
4,2897,Kolmiulotteiseen tulostukseen tarkoitettujen laitteiden valmistus,Manufacturing of equipment for three-dimensional printing,Tillverkning av utrustning för tredimensionell utskrift,C
5,28970,Kolmiulotteiseen tulostukseen tarkoitettujen laitteiden valmistus,Manufacturing of equipment for three-dimensional printing,Tillverkning av utrustning för tredimensionell utskrift,C
4,2899,Muu muualla luokittelematon erikoiskoneiden valmistus,Other manufacturing of special machines not elsewhere classified,Annan tillverkning av specialmaskiner ej klassificerad någon annanstans,C
5,28990,Muu muualla luokittelematon erikoiskoneiden valmistus,Other manufacturing of special machines not elsewhere classified,Annan tillverkning av specialmaskiner ej klassificerad någon annanstans,C
2,29,"Moottoriajoneuvojen, perävaunujen ja puoliperävaunujen valmistus","Manufacture of motor vehicles, trailers and semi-trailers","Tillverkning av motorfordon, släpvagnar och semitrailers",C
3,291,Moottoriajoneuvojen valmistus,Manufacture of motor vehicles,Tillverkning av motorfordon,C
4,2910,Moottoriajoneuvojen valmistus,Manufacture of motor vehicles,Tillverkning av motorfordon,C
5,29100,Moottoriajoneuvojen valmistus,Manufacture of motor vehicles,Tillverkning av motorfordon,C
3,292,"Moottoriajoneuvojen runkojen ja korien valmistus, perävaunujen ja puoliperävaunujen valmistus","Manufacture of motor vehicle frames and bodies, manufacture of trailers and semi-trailers","Tillverkning av ramar och karosser för motorfordon, tillverkning av släp och semitrailers",C
4,2920,"Moottoriajoneuvojen runkojen ja korien valmistus, perävaunujen ja puoliperävaunujen valmistus","Manufacture of motor vehicle frames and bodies, manufacture of trailers and semi-trailers","Tillverkning av ramar och karosser för motorfordon, tillverkning av släp och semitrailers",C
5,29200,"Moottoriajoneuvojen runkojen ja korien valmistus, perävaunujen ja puoliperävaunujen valmistus","Manufacture of motor vehicle frames and bodies, manufacture of trailers and semi-trailers","Tillverkning av ramar och karosser för motorfordon, tillverkning av släp och semitrailers",C
3,293,Moottoriajoneuvojen osien ja varusteiden valmistus,Manufacture of motor vehicle parts and accessories,Tillverkning av delar och tillbehör till motorfordon,C
4,2931,Sähkö- ja elektroniikkalaitteiden valmistus moottoriajoneuvoihin,Manufacture of electrical and electronic equipment for motor vehicles,Tillverkning av elektrisk och elektronisk utrustning för motorfordon,C
5,29310,Sähkö- ja elektroniikkalaitteiden valmistus moottoriajoneuvoihin,Manufacture of electrical and electronic equipment for motor vehicles,Tillverkning av elektrisk och elektronisk utrustning för motorfordon,C
4,2932,Muu osien ja varusteiden valmistus moottoriajoneuvoihin,Other manufacturing of parts and accessories for motor vehicles,Övrig tillverkning av delar och tillbehör till motorfordon,C
5,29320,Muu osien ja varusteiden valmistus moottoriajoneuvoihin,Other manufacturing of parts and accessories for motor vehicles,Övrig tillverkning av delar och tillbehör till motorfordon,C
2,30,Muu kulkuneuvojen valmistus,Other vehicle manufacturing,Övrig fordonstillverkning,C
3,301,Laivojen ja veneiden rakentaminen,Construction of ships and boats,Konstruktion av fartyg och båtar,C
4,3011,Siviilikäyttöön tarkoitettujen laivojen ja kelluvien rakenteiden rakentaminen,Construction of ships and floating structures intended for civil use,Konstruktion av fartyg och flytande konstruktioner avsedda för civilt bruk,C
5,30110,Siviilikäyttöön tarkoitettujen laivojen ja kelluvien rakenteiden rakentaminen,Construction of ships and floating structures intended for civil use,Konstruktion av fartyg och flytande konstruktioner avsedda för civilt bruk,C
4,3012,Huvi- ja urheiluveneiden rakentaminen,Construction of pleasure and sports boats,Konstruktion av fritids- och sportbåtar,C
5,30120,Huvi- ja urheiluveneiden rakentaminen,Construction of pleasure and sports boats,Konstruktion av fritids- och sportbåtar,C
4,3013,Sotilasalusten rakentaminen,Construction of military ships,Konstruktion av militära fartyg,C
5,30130,Sotilasalusten rakentaminen,Construction of military ships,Konstruktion av militära fartyg,C
3,302,Raideliikenteen kulkuneuvojen valmistus,Manufacturing of rail transport vehicles,Tillverkning av järnvägstransportfordon,C
4,3020,Raideliikenteen kulkuneuvojen valmistus,Manufacturing of rail transport vehicles,Tillverkning av järnvägstransportfordon,C
5,30200,Raideliikenteen kulkuneuvojen valmistus,Manufacturing of rail transport vehicles,Tillverkning av järnvägstransportfordon,C
3,303,Ilma- ja avaruusalusten ja niihin liittyvien koneiden valmistus,Manufacturing of aircraft and spacecraft and related machines,Tillverkning av flyg- och rymdfarkoster och tillhörande maskiner,C
4,3031,Siviili-ilma- ja avaruusalusten ja niihin liittyvien koneiden valmistus,Manufacture of civil aircraft and spacecraft and related machinery,Tillverkning av civila flygplan och rymdfarkoster och tillhörande maskiner,C
5,30310,Siviili-ilma- ja avaruusalusten ja niihin liittyvien koneiden valmistus,Manufacture of civil aircraft and spacecraft and related machinery,Tillverkning av civila flygplan och rymdfarkoster och tillhörande maskiner,C
4,3032,Sotilasilma- ja avaruusalusten ja niihin liittyvien koneiden valmistus,Manufacture of military aircraft and spacecraft and related machinery,Tillverkning av militära flygplan och rymdfarkoster och tillhörande maskiner,C
5,30320,Sotilasilma- ja avaruusalusten ja niihin liittyvien koneiden valmistus,Manufacture of military aircraft and spacecraft and related machinery,Tillverkning av militära flygplan och rymdfarkoster och tillhörande maskiner,C
3,304,Taisteluajoneuvojen valmistus,Production of combat vehicles,Tillverkning av stridsfordon,C
4,3040,Taisteluajoneuvojen valmistus,Production of combat vehicles,Tillverkning av stridsfordon,C
5,30400,Taisteluajoneuvojen valmistus,Production of combat vehicles,Tillverkning av stridsfordon,C
3,309,Muualla luokittelematon kulkuneuvojen valmistus,Manufacture of vehicles not elsewhere classified,Tillverkning av fordon som inte klassificeras någon annanstans,C
4,3091,Moottoripyörien valmistus,Manufacture of motorcycles,Tillverkning av motorcyklar,C
5,30910,Moottoripyörien valmistus,Manufacture of motorcycles,Tillverkning av motorcyklar,C
4,3092,Polkupyörien ja invalidiajoneuvojen valmistus,Manufacture of bicycles and disabled vehicles,Tillverkning av cyklar och handikappfordon,C
5,30920,Polkupyörien ja invalidiajoneuvojen valmistus,Manufacture of bicycles and disabled vehicles,Tillverkning av cyklar och handikappfordon,C
4,3099,Muu muualla luokittelematon kulkuneuvojen valmistus,Other vehicle manufacturing not elsewhere classified,Annan fordonstillverkning ej klassificerad någon annanstans,C
5,30990,Muu muualla luokittelematon kulkuneuvojen valmistus,Other vehicle manufacturing not elsewhere classified,Annan fordonstillverkning ej klassificerad någon annanstans,C
2,31,Huonekalujen valmistus,Furniture manufacturing,Möbeltillverkning,C
3,310,Huonekalujen valmistus,Furniture manufacturing,Möbeltillverkning,C
4,3100,Huonekalujen valmistus,Furniture manufacturing,Möbeltillverkning,C
5,31000,Huonekalujen valmistus,Furniture manufacturing,Möbeltillverkning,C
2,32,Muu valmistus,Other manufacturing,Annan tillverkning,C
3,321,"Korujen, kultasepäntuotteiden ja muiden vastaavien tuotteiden valmistus","Manufacture of jewelry, goldsmith's products and other similar products","Tillverkning av smycken, guldsmedsprodukter och andra liknande produkter",C
4,3211,Kolikoiden ja mitalien valmistus,Production of coins and medals,Tillverkning av mynt och medaljer,C
5,32110,Kolikoiden ja mitalien valmistus,Production of coins and medals,Tillverkning av mynt och medaljer,C
4,3212,Jalokivikorujen ja muiden kultasepäntuotteiden valmistus,Manufacture of gemstone jewelry and other goldsmith's products,Tillverkning av ädelstenssmycken och andra guldsmedsprodukter,C
5,32120,Jalokivikorujen ja muiden kultasepäntuotteiden valmistus,Manufacture of gemstone jewelry and other goldsmith's products,Tillverkning av ädelstenssmycken och andra guldsmedsprodukter,C
4,3213,Jäljitelmäkorujen ja muiden vastaavien tuotteiden valmistus,Manufacture of imitation jewelry and other similar products,Tillverkning av imiterade smycken och andra liknande produkter,C
5,32130,Jäljitelmäkorujen ja muiden vastaavien tuotteiden valmistus,Manufacture of imitation jewelry and other similar products,Tillverkning av imiterade smycken och andra liknande produkter,C
3,322,Soitinten valmistus,Musical instrument manufacturing,Tillverkning av musikinstrument,C
4,3220,Soitinten valmistus,Musical instrument manufacturing,Tillverkning av musikinstrument,C
5,32200,Soitinten valmistus,Musical instrument manufacturing,Tillverkning av musikinstrument,C
3,323,Urheiluvälineiden valmistus,Manufacture of sports equipment,Tillverkning av sportutrustning,C
4,3230,Urheiluvälineiden valmistus,Manufacture of sports equipment,Tillverkning av sportutrustning,C
5,32300,Urheiluvälineiden valmistus,Manufacture of sports equipment,Tillverkning av sportutrustning,C
3,324,Pelien ja leikkikalujen valmistus,Manufacture of games and toys,Tillverkning av spel och leksaker,C
4,3240,Pelien ja leikkikalujen valmistus,Manufacture of games and toys,Tillverkning av spel och leksaker,C
5,32400,Pelien ja leikkikalujen valmistus,Manufacture of games and toys,Tillverkning av spel och leksaker,C
3,325,Lääkintä- ja hammaslääkintäinstrumenttien ja -tarvikkeiden valmistus,Manufacture of medical and dental instruments and accessories,Tillverkning av medicinska och dentala instrument och tillbehör,C
4,3250,Lääkintä- ja hammaslääkintäinstrumenttien ja -tarvikkeiden valmistus,Manufacture of medical and dental instruments and accessories,Tillverkning av medicinska och dentala instrument och tillbehör,C
5,32501,Hammasproteesien ja -implanttien valmistus,Manufacturing dental prostheses and implants,Tillverkar tandproteser och implantat,C
5,32502,Muu lääkintä- ja hammaslääkintäinstrumenttien ja -tarvikkeiden valmistus,Other manufacturing of medical and dental instruments and accessories,Annan tillverkning av medicinska och dentala instrument och tillbehör,C
3,329,Muualla luokittelematon valmistus,Manufacturing not elsewhere classified,Tillverkning ej klassificerad någon annanstans,C
4,3291,Luutien ja harjojen valmistus,Manufacture of brooms and brushes,Tillverkning av kvastar och borstar,C
